Date,Reach,Impressions,Link clicks,Landing page views,Post engagement,3-second video plays,ThruPlays,Post comments,Post saves,Post reactions,Post shares,Video plays at 50%,Leads,Amount Spent,Country,Objective
20/10/2021,14318,16302,734,12,,1141,222,,,5,,271,,45.49,Egypt,CPC
20/10/2021,10190,15899,63,31,,,,,,4,,,,44.7,Egypt,Remarketing
20/10/2021,35940,52161,235,79,,,,9,4,14,1,,,84.32,Egypt,CPLPV
20/10/2021,17384,21253,114,47,132,,,7,1,9,1,,2,95.19,Egypt,CPA
20/10/2021,12426,15195,51,30,64,,,5,2,5,1,,,98.84,Egypt,CPA
20/10/2021,74887,96005,2,,,,,3,3,561,1,,,247.08,Egypt,CPE
19/10/2021,26599,62608,272,62,287,,,,,14,1,,,389.96,KSA,CPC
19/10/2021,331829,344340,1157,87,34636,33321,6042,2,7,146,3,8407,,1671.59,KSA,CPMR
19/10/2021,82838,150040,789,397,813,,,3,3,16,2,,2,733.61,KSA,CPLPV
19/10/2021,184164,192014,522,36,15886,15314,1199,4,2,41,3,565,,188.85,Egypt,CPMR
19/10/2021,15787,17940,465,15,,933,186,1,,5,,391,,45.67,Egypt,CPC
19/10/2021,10110,16813,81,36,,,,,,3,,,,44.75,Egypt,Remarketing
19/10/2021,36349,53591,265,106,,,,10,3,22,,,,87.13,Egypt,CPLPV
19/10/2021,12671,15118,86,47,104,,,5,1,11,1,,4,77.71,Egypt,CPA
19/10/2021,9310,11143,48,32,59,,,4,2,5,,,,78.61,Egypt,CPA
19/10/2021,48934,60420,4,,,,,1,3,897,,,,244.72,Egypt,CPE
18/10/2021,24960,61273,269,77,281,,,,,12,,,,386.85,KSA,CPC
18/10/2021,209276,216808,643,72,23028,22218,4109,1,5,160,1,5203,,1351.29,KSA,CPMR
18/10/2021,80734,144566,893,462,914,,,4,4,11,2,,,751.16,KSA,CPLPV
18/10/2021,181851,184942,530,46,16705,16115,1439,9,5,46,,704,,186.94,Egypt,CPMR
18/10/2021,15799,17653,425,15,,962,198,,,2,,464,,44.48,Egypt,CPC
18/10/2021,9829,16053,65,30,,,,2,1,4,1,,,44.07,Egypt,Remarketing
18/10/2021,32599,57126,245,99,,,,6,4,13,2,,,84.12,Egypt,CPLPV
18/10/2021,12152,14876,79,42,88,,,2,,6,1,,2,78.45,Egypt,CPA
18/10/2021,8460,10772,47,24,62,,,4,1,9,1,,,74.14,Egypt,CPA
18/10/2021,64703,84545,16,8,,,,3,,315,,,,173.41,Egypt,CPE
17/10/2021,20828,42153,186,48,193,,,,1,6,,,,254.75,KSA,CPC
17/10/2021,282815,294443,679,58,26832,26006,3829,1,2,144,,4220,,1099.2,KSA,CPMR
17/10/2021,90160,158059,828,413,849,,,2,5,13,1,,,732.62,KSA,CPLPV
17/10/2021,177054,181513,586,48,18176,17514,1555,11,6,57,2,703,,186.87,Egypt,CPMR
17/10/2021,16932,19256,425,8,,1057,178,,,1,,456,,44.58,Egypt,CPC
17/10/2021,10708,17633,79,46,,,,,,2,,,,45.15,Egypt,Remarketing
17/10/2021,33136,59621,230,103,,,,13,1,7,2,,,84.79,Egypt,CPLPV
17/10/2021,9626,12236,72,51,90,,,7,,11,,,2,70.64,Egypt,CPA
17/10/2021,8764,11486,58,41,73,,,8,1,6,,,,70.93,Egypt,CPA
17/10/2021,66911,88002,14,5,,,,8,2,436,1,,,185.28,Egypt,CPE
16/10/2021,440568,459763,861,55,33664,32642,3561,,3,158,,3967,,1140.4,KSA,CPMR
16/10/2021,77280,144211,908,482,929,,,1,6,14,,,,731.05,KSA,CPLPV
16/10/2021,175999,184356,594,54,18014,17346,1538,11,7,53,3,712,,187.85,Egypt,CPMR
16/10/2021,14816,16685,588,17,,1173,211,,1,2,1,513,,43.03,Egypt,CPC
16/10/2021,10588,17284,89,46,,,,1,,3,,,,45.57,Egypt,Remarketing
16/10/2021,32767,55388,276,122,,,,12,12,20,2,,,87.99,Egypt,CPLPV
16/10/2021,8732,10922,91,60,117,,,12,,12,2,,6,69.52,Egypt,CPA
16/10/2021,8250,10294,62,46,81,,,3,5,9,2,,2,70.51,Egypt,CPA
16/10/2021,59664,78956,14,7,,,,4,5,518,,,,188.56,Egypt,CPE
15/10/2021,548341,573134,1094,63,37050,35783,3775,4,44,124,1,4133,,1089.64,KSA,CPMR
15/10/2021,73216,134454,860,453,873,,,1,4,6,2,,,734.34,KSA,CPLPV
15/10/2021,178589,185261,606,35,17130,16428,1367,9,26,59,2,650,,191.43,Egypt,CPMR
15/10/2021,18198,20225,420,27,,1351,354,4,6,3,,1110,,46.22,Egypt,CPC
15/10/2021,9636,14960,66,24,,,,,,3,1,,,44.61,Egypt,Remarketing
15/10/2021,38959,71057,227,63,,,,1,1,22,,,,110.74,Egypt,CPLPV
15/10/2021,17572,25153,80,21,93,,,4,,8,1,,,82.99,Egypt,CPA
15/10/2021,12392,17635,32,8,40,,,1,,6,1,,,82.79,Egypt,CPA
15/10/2021,37119,47987,19,13,,,,3,1,690,1,,,185.75,Egypt,CPE
14/10/2021,211136,212247,491,13,12136,11574,1302,,25,45,1,1655,,361.05,KSA,CPMR
14/10/2021,27305,44290,281,148,282,,,,,1,,,,246.93,KSA,CPLPV
14/10/2021,178831,182709,561,50,16781,16114,1296,6,46,54,,591,,188.04,Egypt,CPMR
14/10/2021,18453,20611,493,30,,1531,390,3,3,8,1,1157,,50.79,Egypt,CPC
14/10/2021,9677,15867,64,33,,,,,1,2,,,,43.46,Egypt,Remarketing
14/10/2021,37620,75252,293,82,,,,,,16,1,,,112.12,Egypt,CPLPV
14/10/2021,16991,24708,101,24,108,,,3,,4,,,1,80.17,Egypt,CPA
14/10/2021,10679,15471,31,12,39,,,1,1,6,,,,80.1,Egypt,CPA
14/10/2021,115992,133948,314,173,,,,71,29,205,6,,,245.66,Egypt,CPE
13/10/2021,183962,189123,518,33,15681,15061,1243,8,47,45,2,604,,182.74,Egypt,CPMR
13/10/2021,20141,22221,512,36,,1712,456,3,1,6,,1219,,50.91,Egypt,CPC
13/10/2021,9261,15126,78,42,,,,,,,,,,44.97,Egypt,Remarketing
13/10/2021,37514,72701,244,61,,,,1,1,20,1,,,109.12,Egypt,CPLPV
13/10/2021,19724,28003,93,17,103,,,2,,8,,,1,81.02,Egypt,CPA
13/10/2021,11547,14602,29,14,34,,,2,,3,,,,77.77,Egypt,CPA
13/10/2021,113844,127533,249,123,,,,41,18,318,4,,,247.79,Egypt,CPE
12/10/2021,193917,198948,530,50,16498,15893,1392,6,24,41,4,689,,194.82,Egypt,CPMR
12/10/2021,19160,20594,532,38,,1838,519,6,5,8,1,1335,,45.86,Egypt,CPC
12/10/2021,9041,14938,63,31,,,,,,4,,,,43.16,Egypt,Remarketing
12/10/2021,38436,73118,280,86,,,,1,,17,,,,105.2,Egypt,CPLPV
12/10/2021,19385,27625,95,24,102,,,4,,2,1,,1,76.19,Egypt,CPA
12/10/2021,15644,20583,45,15,51,,,,1,5,,,,74.72,Egypt,CPA
12/10/2021,74270,95865,146,77,,,,19,17,626,12,,,239.55,Egypt,CPE
11/10/2021,164090,172837,627,57,17139,16451,1456,13,4,38,6,667,1,186.92,Egypt,CPMR
11/10/2021,22342,24765,561,53,,1760,455,5,2,13,,1278,,52.01,Egypt,CPC
11/10/2021,9785,16268,78,43,,,,,1,4,,,,44.46,Egypt,Remarketing
11/10/2021,37141,70632,234,53,,,,,2,20,1,,,106.63,Egypt,CPLPV
11/10/2021,19916,27709,93,26,102,,,1,,7,1,,,76.04,Egypt,CPA
11/10/2021,15140,20680,39,13,48,,,1,1,6,1,,1,79.12,Egypt,CPA
11/10/2021,50895,56374,4,,,41882,33092,1,,,,36100,,195,Egypt,CPE
10/10/2021,174528,176268,617,53,18554,17852,1603,14,2,62,7,743,1,186.84,Egypt,CPMR
10/10/2021,22284,24318,514,48,,1847,500,6,1,9,1,1352,,48.51,Egypt,CPC
10/10/2021,9636,15427,69,40,,,,,,2,,,,44.97,Egypt,Remarketing
10/10/2021,39288,73658,290,66,,,,1,1,20,1,,,110.25,Egypt,CPLPV
10/10/2021,18571,26183,91,22,101,,,3,,7,,,,79.02,Egypt,CPA
10/10/2021,12408,16252,47,21,52,,,1,2,2,,,,73.6,Egypt,CPA
10/10/2021,50576,56631,,,,41196,32109,,,,,35255,,192.32,Egypt,CPE
9/10/2021,175999,178461,612,46,18002,17326,1481,4,10,48,2,695,1,186.44,Egypt,CPMR
9/10/2021,20776,22792,431,32,,1666,427,2,1,10,,1424,,49.66,Egypt,CPC
9/10/2021,9272,14482,87,49,,,,,1,3,,,,45.74,Egypt,Remarketing
9/10/2021,35128,63538,233,72,,,,2,1,14,,,,109.24,Egypt,CPLPV
9/10/2021,16340,21895,86,25,98,,,,2,10,,,2,81.55,Egypt,CPA
9/10/2021,10376,12567,20,12,28,,,,1,6,1,,,77.56,Egypt,CPA
9/10/2021,46776,52035,1,,,37326,28600,,,1,,31667,,183.16,Egypt,CPE
8/10/2021,169232,172252,594,39,17135,16466,1467,11,4,56,4,674,,174.29,Egypt,CPMR
8/10/2021,18526,20577,403,33,,1659,435,3,3,6,,1277,,47.15,Egypt,CPC
8/10/2021,9706,14235,106,60,,,,,1,2,,,,45.68,Egypt,Remarketing
8/10/2021,32270,54758,218,59,,,,1,1,28,,,,98.36,Egypt,CPLPV
8/10/2021,11415,15690,42,14,54,,,3,1,8,,,1,71.02,Egypt,CPA
8/10/2021,8700,10420,23,13,30,,,,2,4,1,,1,75.77,Egypt,CPA
8/10/2021,44180,47376,,,,34713,27472,,,2,,29899,,162.51,Egypt,CPE
7/10/2021,186188,191924,618,42,17056,16382,1343,9,2,43,2,582,,181.5,Egypt,CPMR
7/10/2021,15542,17180,346,24,,1310,342,3,1,5,1,996,,44.04,Egypt,CPC
7/10/2021,10307,16392,69,35,,,,2,1,3,,,,45.18,Egypt,Remarketing
7/10/2021,25320,46260,164,43,,,,1,1,14,1,,,94.03,Egypt,CPLPV
7/10/2021,7937,10597,41,16,41,,,,,,,,,66.23,Egypt,CPA
7/10/2021,6762,8448,15,7,21,,,1,2,2,1,,,72.71,Egypt,CPA
7/10/2021,75636,85109,2,,,58817,42890,,2,5,,48640,,261.4,Egypt,CPE
6/10/2021,200031,205691,646,43,16695,15995,1335,9,2,38,5,600,,183.45,Egypt,CPMR
6/10/2021,16132,17638,313,25,,1474,346,3,2,2,1,954,,46.79,Egypt,CPC
6/10/2021,10867,16668,81,34,,,,,2,2,2,,,43.11,Egypt,Remarketing
6/10/2021,22408,46606,138,34,,,,,2,8,1,,,92.77,Egypt,CPLPV
6/10/2021,9140,11318,25,10,31,,,,2,4,,,,72.14,Egypt,CPA
6/10/2021,8443,10310,26,9,32,,,,2,2,2,,,76.15,Egypt,CPA
6/10/2021,74166,84045,2,,,55667,39582,1,,7,,45383,,251.66,Egypt,CPE
5/10/2021,173760,180073,409,24,11937,11496,977,2,5,23,1,448,,149.19,Egypt,CPMR
5/10/2021,13517,15149,240,12,,1158,244,,,7,,717,,39.5,Egypt,CPC
5/10/2021,7445,12151,65,35,,,,,,5,,,,32.03,Egypt,Remarketing
5/10/2021,17025,40505,113,38,,,,2,,8,,,,76.32,Egypt,CPLPV
5/10/2021,6961,8392,31,11,41,,,2,,6,2,,1,62.37,Egypt,CPA
5/10/2021,6867,7910,13,8,21,,,1,1,4,2,,,66.67,Egypt,CPA
5/10/2021,57711,64332,,,,43526,32779,,,1,,36556,,219.93,Egypt,CPE
4/10/2021,52746,55849,233,9,3374,3122,320,2,2,14,1,152,,41.71,Egypt,CPMR
4/10/2021,11613,12365,462,25,,1727,564,2,1,2,1,937,,30.79,Egypt,CPC
4/10/2021,7142,10899,76,35,,,,,1,2,,,,23.62,Egypt,Remarketing
4/10/2021,132583,134107,471,25,9236,8732,828,7,1,23,2,365,,103.38,Egypt,CPMR
4/10/2021,25364,39366,180,36,,,,1,,15,,,,69.64,Egypt,CPLPV
4/10/2021,10147,11615,64,26,76,,,5,,5,2,,1,56.44,Egypt,CPA
4/10/2021,6793,7643,22,6,28,,,1,1,4,,,,51.61,Egypt,CPA
3/10/2021,17700,21447,658,39,,1855,467,2,,13,4,906,,47.77,Egypt,CPC
3/10/2021,8996,18585,167,92,,,,,,2,,,,44.83,Egypt,Remarketing
3/10/2021,279035,284696,909,60,18697,17738,1776,8,2,38,2,761,,218.96,Egypt,CPMR
3/10/2021,36331,81789,265,65,,,,1,,32,,,,89.75,Egypt,CPLPV
3/10/2021,14021,19963,62,14,79,,,6,1,9,1,,,73.04,Egypt,CPA
3/10/2021,9032,12403,28,15,34,,,2,,4,,,,72.96,Egypt,CPA
3/10/2021,69490,76028,6,1,,55772,44482,1,,2,,48675,,230.14,Egypt,CPE
2/10/2021,14587,17695,601,35,,1436,361,3,,10,,677,,43.91,Egypt,CPC
2/10/2021,10573,19860,171,89,,,,1,,2,,,,46.06,Egypt,Remarketing
2/10/2021,246981,246981,584,35,13759,13134,1340,2,5,33,1,601,,190.36,Egypt,CPMR
2/10/2021,36376,76192,248,58,,,,1,,17,,,,95.15,Egypt,CPLPV
2/10/2021,12263,16543,59,20,74,,,4,3,6,2,,6,73.22,Egypt,CPA
2/10/2021,6960,9729,21,11,28,,,,,6,1,,,71.05,Egypt,CPA
2/10/2021,68769,76266,3,,,60934,51433,,,2,1,55067,,242.46,Egypt,CPE
1/10/2021,11124,14366,794,31,,1042,226,1,,3,,483,,46.09,Egypt,CPC
1/10/2021,10844,18930,135,59,,,,1,,5,1,,,44.42,Egypt,Remarketing
1/10/2021,150176,153108,343,20,7657,7292,657,1,4,16,1,273,,117.78,Egypt,CPMR
1/10/2021,27903,55726,241,50,,,,,,14,,,,86.07,Egypt,CPLPV
1/10/2021,6760,8056,32,15,46,,,3,3,8,,,,68.56,Egypt,CPA
1/10/2021,5942,7573,19,9,29,,,1,2,5,2,,,67.42,Egypt,CPA
1/10/2021,61087,68901,1,,,52430,42519,,,1,,46196,,260.4,Egypt,CPE
30/09/2021,11513,14692,35,14,41,,,1,,5,,,,138.4,Egypt,CPA
30/09/2021,117890,135686,,,41453,41285,8385,2,14,136,16,11143,,278.42,Egypt,CPE
30/09/2021,9866,14418,110,22,111,,,,,1,,,,26.09,Egypt,Remarketing
30/09/2021,10944,12737,396,14,1256,860,227,,,,,244,,37.73,Egypt,CPC
30/09/2021,23225,45242,190,48,206,,,1,1,14,,,,104.64,Egypt,CPLPV
30/09/2021,17876,24883,108,21,115,,,4,,3,,,2,139.12,Egypt,CPA
30/09/2021,231378,231378,993,73,16856,15785,1451,15,1,61,1,4384,1,180.65,Egypt,CPMR
29/09/2021,79520,88744,1706,207,73094,71388,62780,,,,,62983,,1656.18,KSA,CPV
29/09/2021,351821,625267,1219,49,35480,34104,3059,,1,155,1,3643,,1702.35,KSA,CPMR
29/09/2021,8607,11853,40,15,46,,,,1,5,,,,121.62,Egypt,CPA
29/09/2021,97035,113373,,,38565,38434,8319,2,9,110,10,11148,,272.09,Egypt,CPE
29/09/2021,10569,16944,129,26,131,,,1,,1,,,,30.67,Egypt,Remarketing
29/09/2021,19198,31133,109,15,118,,,1,1,7,,,,162.11,KSA,CPC
29/09/2021,13078,15287,426,10,1287,858,255,,,3,,268,,46.94,Egypt,CPC
29/09/2021,20640,43573,152,36,160,,,,,8,,,,104.17,Egypt,CPLPV
29/09/2021,13382,19132,68,18,80,,,2,,9,1,,1,123.84,Egypt,CPA
29/09/2021,244018,244018,1074,72,18801,17655,1669,14,6,46,6,5100,,196.33,Egypt,CPMR
28/09/2021,76320,86503,1629,222,70697,69066,60656,,,2,,60857,,1582.02,KSA,CPV
28/09/2021,362941,650936,1194,51,37295,35922,3178,,,178,1,3676,,1672.75,KSA,CPMR
28/09/2021,8887,12032,37,19,46,,,,2,7,,,,122.83,Egypt,CPA
28/09/2021,95870,123103,,,42812,42686,9218,2,7,104,13,12422,,274.49,Egypt,CPE
28/09/2021,11572,17935,107,10,111,,,2,,2,,,,28.75,Egypt,Remarketing
28/09/2021,19876,32353,116,22,127,,,2,,9,,,,160.38,KSA,CPC
28/09/2021,13340,15500,466,15,1512,1044,312,,,2,,329,,46.27,Egypt,CPC
28/09/2021,20784,44213,140,29,153,,,1,,12,,,,102.13,Egypt,CPLPV
28/09/2021,11740,16833,79,23,88,,,2,1,6,,,1,120.58,Egypt,CPA
28/09/2021,243805,243805,1060,78,19202,18042,1656,15,8,72,5,5144,4,184.14,Egypt,CPMR
27/09/2021,83550,98014,1775,213,81652,79877,70739,,,,,70956,,1488.72,KSA,CPV
27/09/2021,376446,673822,1413,72,42696,41069,3539,1,,213,,3981,,1732.24,KSA,CPMR
27/09/2021,10178,13485,43,21,59,,,4,1,11,,,,114.16,Egypt,CPA
27/09/2021,12564,18646,127,20,133,,,2,,3,1,,,28.22,Egypt,Remarketing
27/09/2021,21316,34368,117,14,126,,,1,,8,,,,158.82,KSA,CPC
27/09/2021,13036,15115,462,16,1477,1009,325,,,6,,332,,43.07,Egypt,CPC
27/09/2021,18836,40829,149,32,159,,,1,,9,,,,96.44,Egypt,CPLPV
27/09/2021,12652,18540,51,12,66,,,2,,11,2,,,113.22,Egypt,CPA
27/09/2021,269183,272038,1126,70,22393,21163,1929,28,9,63,4,6021,1,194.12,Egypt,CPMR
26/09/2021,80320,93634,1499,192,79395,77896,69904,,,,,70062,,1482.29,KSA,CPV
26/09/2021,390400,522529,1306,69,38060,36523,3599,2,,226,3,4266,,1731.32,KSA,CPMR
26/09/2021,10136,13109,41,15,58,,,5,2,9,1,,,119.16,Egypt,CPA
26/09/2021,13444,20162,103,12,111,,,,1,7,,,,30.58,Egypt,Remarketing
26/09/2021,21580,34810,141,18,149,,,,,8,,,,162.69,KSA,CPC
26/09/2021,14028,16011,478,14,1611,1127,320,,,6,,343,,46.4,Egypt,CPC
26/09/2021,19920,45003,147,18,158,,,1,1,9,,,,103.6,Egypt,CPLPV
26/09/2021,13228,18501,81,21,95,,,4,,10,,,1,119.38,Egypt,CPA
26/09/2021,273326,273326,1097,87,21307,20124,1792,29,5,49,3,5740,1,190.94,Egypt,CPMR
25/09/2021,66560,75183,1343,148,60178,58834,51565,,,1,,51717,,1586.19,KSA,CPV
25/09/2021,317823,331086,878,74,31169,29989,3116,2,5,294,1,4378,,1963.54,KSA,CPMR
25/09/2021,8778,12219,50,25,65,,,3,4,7,1,,,118.83,Egypt,CPA
25/09/2021,101439,115678,1,,68890,68830,44515,4,4,47,4,52206,,335.97,Egypt,CPE
25/09/2021,12784,18970,104,15,112,,,1,,7,,,,31.15,Egypt,Remarketing
25/09/2021,20727,34054,120,22,137,,,1,2,14,,,,161.97,KSA,CPC
25/09/2021,11892,13860,425,12,1326,897,239,,,4,,263,,41.37,Egypt,CPC
25/09/2021,16356,38711,143,45,156,,,,,12,1,,,89.02,Egypt,CPLPV
25/09/2021,11260,15473,73,14,84,,,1,1,9,,,3,118.86,Egypt,CPA
25/09/2021,271846,271846,997,59,19643,18581,1601,10,5,46,4,5005,2,182.93,Egypt,CPMR
24/09/2021,64831,75336,1393,150,61022,59628,52455,,,1,,52613,,1556.43,KSA,CPV
24/09/2021,400381,410402,892,54,39975,38613,3860,2,3,458,7,4777,,1815.19,KSA,CPMR
24/09/2021,21048,26216,121,67,143,,,8,2,11,1,,1,159.78,Egypt,CPA
24/09/2021,91231,103279,1,,64948,64916,43652,,2,28,1,50524,,369.59,Egypt,CPE
24/09/2021,13075,20191,121,10,125,,,,,4,,,,32.51,Egypt,Remarketing
24/09/2021,17727,30516,134,32,144,,,1,,9,,,,163.7,KSA,CPC
24/09/2021,14760,16858,511,8,1472,955,211,,,6,,235,,49.07,Egypt,CPC
24/09/2021,15228,34695,95,24,102,,,3,1,3,,,1,178.03,Egypt,CPLPV
24/09/2021,11556,14536,101,47,111,,,5,1,3,1,,8,77.46,Egypt,CPA
24/09/2021,292800,293019,833,54,20072,19172,1702,22,4,40,1,5339,1,198.26,Egypt,CPMR
23/09/2021,60020,63802,1351,169,52186,50833,44191,,,2,,44224,,1450.77,KSA,CPV
23/09/2021,497546,512630,1328,86,47398,45573,4229,5,2,487,3,4799,,1693.62,KSA,CPMR
23/09/2021,18032,24146,107,60,137,,,9,3,17,1,,,178.09,Egypt,CPA
23/09/2021,24889,25627,,1,17424,17424,13278,,,,,14641,,119.44,Egypt,CPE
23/09/2021,11977,18440,117,19,125,,,3,1,4,,,,31.74,Egypt,Remarketing
23/09/2021,18677,27737,126,21,135,,,1,,7,1,,,153.84,KSA,CPC
23/09/2021,11857,13769,507,8,1433,922,226,,2,2,,250,,44.79,Egypt,CPC
23/09/2021,14169,33599,104,33,114,,,3,2,3,2,,,169.95,Egypt,CPLPV
23/09/2021,9332,12216,71,24,83,,,3,1,7,1,,1,75.26,Egypt,CPA
23/09/2021,280843,283948,866,54,20405,19467,1633,15,12,43,2,5275,,197.41,Egypt,CPMR
22/09/2021,17737,22763,131,84,148,,,8,3,6,,,3,170.66,Egypt,CPA
22/09/2021,83824,101000,35,12,1648,,,9,3,645,4,,,279.9,Egypt,CPE
22/09/2021,18336,24970,174,29,181,,,,,7,,,,41.92,Egypt,Remarketing
22/09/2021,21081,33972,130,19,136,,,1,,5,,,,151.47,KSA,CPC
22/09/2021,10297,11291,664,31,2737,2072,716,,,1,,749,,45.82,Egypt,CPC
22/09/2021,32583,54853,183,59,207,,,6,,18,,,,121.94,Egypt,CPLPV
22/09/2021,9828,12018,52,23,58,,,3,,3,,,1,66.15,Egypt,CPA
22/09/2021,289282,292537,888,55,21166,20209,1779,12,5,48,4,5587,1,213.78,Egypt,CPMR
21/09/2021,18040,24932,96,51,110,,,3,1,9,1,,1,163.45,Egypt,CPA
21/09/2021,85392,102984,40,20,1689,,,6,6,683,1,,,276.6,Egypt,CPE
21/09/2021,30832,51472,298,56,315,,,3,,14,,,,84.8,Egypt,Remarketing
21/09/2021,27480,45388,195,41,215,,,3,1,15,1,,,206.29,KSA,CPC
21/09/2021,12513,14958,563,12,1559,991,209,,,5,,235,,46.08,Egypt,CPC
21/09/2021,46760,106530,368,113,394,,,6,1,18,1,,,149.71,Egypt,CPLPV
21/09/2021,10448,13123,71,27,88,,,6,1,9,1,,2,69.65,Egypt,CPA
21/09/2021,205090,206312,544,33,15138,14541,1171,16,4,31,2,3736,,192.74,Egypt,CPMR
20/09/2021,20148,27132,107,66,134,,,8,,18,1,,2,162.11,Egypt,CPA
20/09/2021,16160,17787,202,38,14389,14187,12706,,,,,12732,,245.01,KSA,CPV
20/09/2021,57184,73746,19,4,1603,,,3,5,822,3,,,268.5,Egypt,CPE
20/09/2021,31191,53058,338,62,348,,,1,,9,,,,87.4,Egypt,Remarketing
20/09/2021,36104,64717,237,38,251,,,,,14,,,,290.57,KSA,CPC
20/09/2021,13380,16003,714,11,1838,1117,297,,,7,,316,,51.54,Egypt,CPC
20/09/2021,41584,99412,337,123,363,,,2,2,22,,,,136.7,Egypt,CPLPV
20/09/2021,10828,13526,79,38,88,,,2,1,6,,,4,67.03,Egypt,CPA
20/09/2021,201472,201941,693,42,15229,14479,1187,16,6,34,1,3832,,184.61,Egypt,CPMR
19/09/2021,17392,23822,108,53,126,,,7,1,7,3,,2,173.78,Egypt,CPA
19/09/2021,16628,19233,209,35,15688,15479,13945,,,,,13973,,234.25,KSA,CPV
19/09/2021,30272,51439,352,68,364,,,1,,11,,,,86.24,Egypt,Remarketing
19/09/2021,36952,65977,258,47,270,,,,,12,,,,291.96,KSA,CPC
19/09/2021,11380,13605,505,25,2464,1957,620,,,2,,649,,52.9,Egypt,CPC
19/09/2021,40880,99509,380,133,412,,,5,1,26,,,,144.91,Egypt,CPLPV
19/09/2021,10352,13231,91,43,105,,,5,,9,,,5,72.3,Egypt,CPA
19/09/2021,164448,166587,526,35,14344,13747,1339,14,9,45,3,3991,,156.36,Egypt,CPMR
18/09/2021,15260,21074,116,66,147,,,16,2,11,2,,,169.37,Egypt,CPA
18/09/2021,18204,21162,211,24,17348,17137,15344,,,,,15370,,247.88,KSA,CPV
18/09/2021,134336,160942,8,3,51316,51217,8433,2,4,81,4,9716,,278.23,Egypt,CPE
18/09/2021,31456,53201,334,59,353,,,,2,15,2,,,85.87,Egypt,Remarketing
18/09/2021,37376,66957,239,42,251,,,1,1,8,2,,,290.11,KSA,CPC
18/09/2021,6422,13357,101,9,930,824,149,,1,4,,169,,44.44,Egypt,CPC
18/09/2021,38888,89435,417,150,455,,,9,4,24,1,,1,147.93,Egypt,CPLPV
18/09/2021,10016,12773,71,37,86,,,6,,7,2,,3,69.08,Egypt,CPA
18/09/2021,173267,173267,716,59,17260,16439,1636,28,14,58,5,5002,,183.83,Egypt,CPMR
17/09/2021,14820,20157,106,63,133,,,11,3,11,2,,,158.61,Egypt,CPA
17/09/2021,18388,21766,251,25,17829,17578,15845,,,,,15878,,235.63,KSA,CPV
17/09/2021,133154,165272,12,6,53445,53337,8274,3,3,86,4,9617,,274.41,Egypt,CPE
17/09/2021,29937,50992,321,70,330,,,2,,7,,,,86.92,Egypt,Remarketing
17/09/2021,39952,68785,237,34,253,,,4,,10,2,,,294.64,KSA,CPC
17/09/2021,6710,13339,99,10,938,834,162,1,,4,,186,,47.48,Egypt,CPC
17/09/2021,40896,79339,373,127,406,,,5,3,24,1,,1,151.06,Egypt,CPLPV
17/09/2021,9696,12750,68,30,79,,,8,,2,1,,3,67.13,Egypt,CPA
17/09/2021,186273,186592,690,61,18653,17877,1784,22,7,57,,5299,2,182.47,Egypt,CPMR
16/09/2021,17124,25538,111,66,134,,,10,1,12,,,2,159.88,Egypt,CPA
16/09/2021,17184,20064,246,40,16580,16334,14468,,,,,14505,,242.01,KSA,CPV
16/09/2021,111934,146910,13,5,53255,53166,7840,2,3,68,3,9163,,272.36,Egypt,CPE
16/09/2021,26751,47164,314,59,325,,,2,,9,,,,84.07,Egypt,Remarketing
16/09/2021,37912,66066,234,32,248,,,2,,12,,,,281.48,KSA,CPC
16/09/2021,5970,12290,100,9,943,840,161,,,3,,176,,46.1,Egypt,CPC
16/09/2021,32864,86207,316,102,339,,,4,1,17,1,,,140.16,Egypt,CPLPV
16/09/2021,8713,12036,76,44,88,,,5,,6,1,,2,65.61,Egypt,CPA
16/09/2021,180834,180834,711,73,17904,17094,1805,31,6,58,4,5193,,181.62,Egypt,CPMR
15/09/2021,14593,23333,102,64,129,,,12,5,8,2,,1,152.89,Egypt,CPA
15/09/2021,16628,19272,265,37,15605,15340,13581,,,,,13627,,238.24,KSA,CPV
15/09/2021,140033,160660,31,17,64936,64801,12085,6,2,96,,20070,,275.56,Egypt,CPE
15/09/2021,27066,48092,333,56,352,,,4,,14,1,,,85.57,Egypt,Remarketing
15/09/2021,40610,71181,260,42,278,,,,,17,1,,,292.34,KSA,CPC
15/09/2021,6387,12731,114,16,1236,1118,246,,1,3,,327,,54.57,Egypt,CPC
15/09/2021,31890,80369,348,137,393,,,6,2,37,,,1,144.69,Egypt,CPLPV
15/09/2021,6228,9040,60,26,67,,,4,,3,,,1,65.11,Egypt,CPA
15/09/2021,181545,184816,768,58,16634,15766,1631,32,5,59,4,4869,2,181.89,Egypt,CPMR
14/09/2021,7636,9501,61,21,70,,,1,,8,,,,71.38,Egypt,CPA
14/09/2021,17684,20256,291,27,16417,16124,14348,,,2,,14388,,235.17,KSA,CPV
14/09/2021,141374,160954,45,23,67809,67639,13719,5,2,117,1,22168,,268.57,Egypt,CPE
14/09/2021,20160,31089,200,31,222,,,2,1,19,,,,52.19,Egypt,Remarketing
14/09/2021,41576,73878,295,40,335,,,1,,39,,,,291.26,KSA,CPC
14/09/2021,6014,12182,136,16,1252,1106,227,2,1,7,,336,,52.25,Egypt,CPC
14/09/2021,25168,57245,214,74,247,,,3,,29,1,,,93.13,Egypt,CPLPV
